Array Size,CPU (s),Na‹ve (s),Work Efficient (s),Shared Memory (s),Thrust (s)
1048576,4.7642,15.1122,14.8992,13.9674,15.2893
2097152,9.7686,29.4943,27.8446,26.8902,28.1426
4194304,19.2794,57.9625,56.3732,53.6187,53.8952
8388608,37.9563,114.082,110.998,105.056,107.222
16777216,78.2856,230.242,223.198,212.352,210.914
33554432,149.053,465.878,437.028,424.9,422.653
67108864,291.605,936.938,901.478,848.84,843.489
16,0.0001,0.489472,0.62464,0.56832,0.67072
32,0.0001,0.482304,0.759808,0.769024,0.772096
64,0.0001,0.846848,0.833536,0.79872,0.700416
128,0.0002,0.507904,0.817152,0.769024,0.832512
256,0.0002,0.545792,0.73728,0.733184,0.735232
512,0.0003,0.493568,0.766976,0.836608,0.772096
1024,0.0004,0.523264,0.796672,0.794624,0.754688
2048,0.0009,0.6144,0.8704,0.796672,0.815104
4096,0.002,0.601088,0.70656,0.815104,0.833536
8192,0.0031,0.657408,1.02298,0.856064,0.91136
16384,0.0096,0.82432,1.22982,0.90624,1.00557
32768,0.0169,0.919552,1.36704,1.0793,1.08749
65536,0.0419,1.38342,1.72544,1.66605,1.50323
131072,0.6715,2.28557,2.59379,2.74842,3.2768
262144,1.1741,4.24755,4.03763,4.54554,4.7401
524288,2.4102,7.81312,7.48544,7.71174,8.41626
1048576,5.1171,15.0948,14.4261,14.0872,14.2879
2097152,10.0457,30.0349,29.5967,27.5005,28.0351
4194304,18.1646,58.1253,56.3978,53.9873,55.0298
8388608,37.0732,115.015,110.642,108.399,105.691
16777216,73.7685,230.461,220.123,210.899,212.27
33554432,148.417,465.29,444.948,424.333,423.064
67108864,297.061,940.206,884.609,852.938,845.173
16,0.0001,0.669696,0.807936,0.754688,0.774144
32,0.0001,0.48128,0.54272,0.753664,0.772096
64,0.0001,0.518144,0.892928,0.736256,0.723968
128,0.0001,0.510976,0.804864,0.73728,0.700416
256,0.0002,0.502784,0.76288,1.47661,0.756736
512,0.0002,0.5376,0.781312,0.760832,0.774144
1024,0.0005,0.764928,0.813056,0.780288,0.750592
2048,0.001,0.50176,0.790528,0.754688,0.838656
4096,0.0019,0.533504,1.1264,0.755712,0.843776
8192,0.0049,0.837632,0.932864,0.91648,0.825344
16384,0.0109,0.733184,1.08442,1.00557,0.968704
32768,0.0172,1.53907,1.35373,1.07827,1.11821
65536,0.0398,1.43462,1.69882,1.70086,1.56774
131072,0.6549,2.18829,2.49242,2.80371,3.07507
262144,1.5943,4.2967,4.14618,4.92237,4.85888
524288,2.6643,8.49613,7.64416,8.84941,8.23603
1048576,4.4373,15.0682,15.0333,14.9647,15.1153
2097152,9.3653,29.1287,29.1779,27.4452,28.3064
4194304,18.4652,59.3449,56.6528,54.1983,53.8798
8388608,41.0673,115.498,111.63,106.835,106.243
16777216,79.7054,231.758,223.94,212.889,212.014
33554432,149.751,467.662,436.765,424.33,421.149
67108864,296.955,938.266,899.83,850.859,840.75
16,0,0.601088,0.8704,0.943104,0.800768
32,0.0001,0.515072,0.923648,0.934912,0.85504
64,0.0001,0.585728,0.738304,0.884736,0.799744
128,0.0002,0.468992,0.929792,0.733184,0.804864
256,0.0002,0.516096,1.06291,0.812032,0.772096
512,0.0007,0.49152,0.805888,0.770048,0.741376
1024,0.0005,0.516096,0.828416,1.15507,0.800768
2048,0.0009,0.631808,0.980992,0.892928,0.80384
4096,0.002,0.569344,0.84992,0.763904,0.927744
8192,0.0031,0.69632,0.984064,0.806912,0.831488
16384,0.0071,0.77824,1.07418,0.979968,0.92672
32768,0.0396,0.989184,1.3865,1.21344,1.24621
65536,0.0393,1.38752,1.90976,1.4807,1.64045
131072,0.5843,2.29069,2.55795,3.69152,3.30854
262144,1.1701,4.19738,4.11024,4.8681,5.02989
524288,2.7321,8.47462,7.49158,7.57248,8.04659
1048576,4.4366,15.1972,14.2705,14.5029,15.3293
2097152,9.3437,28.9935,29.0017,27.5794,28.7857
4194304,19.8343,57.2129,56.2125,52.9777,54.6365
8388608,38.4463,114.547,110.634,105.645,104.271
16777216,78.2647,230.285,220.266,210.873,212.353
33554432,148.969,466.108,446.79,423.282,420.857
67108864,292.218,941.127,887.083,849.861,847.212
16,0.0001,0.612352,0.785408,0.9472,0.96256
32,0.0001,0.5632,0.811008,0.68608,0.821248
64,0.0001,0.47104,0.816128,0.786432,0.748544
128,0.0001,0.468992,0.800768,0.72192,0.708608
256,0.0001,0.733184,0.80896,0.841728,0.763904
512,0.0006,0.46592,0.897024,0.776192,0.659456
1024,0.0004,0.77824,0.766976,0.838656,1.36397
2048,0.001,0.64512,0.76288,0.755712,0.734208
4096,0.002,0.586752,0.859136,1.18477,0.873472
8192,0.0031,0.579584,1.01274,0.859136,0.902144
16384,0.0117,0.886784,1.08134,1.00352,0.928768
32768,0.0166,0.982016,1.28307,1.08442,1.07213
65536,0.0381,1.31994,1.68448,1.51962,1.47661
131072,0.6025,2.24256,2.48934,2.83955,3.02182
262144,1.1694,4.22605,4.04685,4.32845,5.0432
524288,2.546,8.27085,8.064,7.9401,8.56986
1048576,4.438,14.9647,15.0446,14.807,15.4307
2097152,9.1659,30.0605,29.2188,28.0812,28.0617
4194304,18.6093,58.626,56.4388,54.1245,53.4948
8388608,41.2207,114.961,111.4,106.607,105.547
16777216,72.9407,229.65,224.965,211.014,210.54
33554432,148.378,464.561,437.776,424.753,422.235
67108864,295.554,940.171,903.778,852.748,842.945
16,0.0001,0.446464,0.88576,1.03629,1.0711
32,0.0003,0.53248,0.815104,0.672768,1.15814
64,0.0001,0.601088,0.777216,0.852992,0.811008
128,0.0001,0.493568,0.821248,0.813056,0.77312
256,0.0001,0.512,0.755712,1.33222,0.712704
512,0.0002,0.679936,0.78336,0.781312,1.3056
1024,0.0004,0.485376,1.31584,0.780288,0.766976
2048,0.001,0.548864,0.970752,0.797696,0.504832
4096,0.003,0.768,0.847872,0.878592,0.776192
8192,0.0033,0.616448,0.903168,1.01478,0.909312
16384,0.0071,0.879616,1.07008,0.982016,1.05574
32768,0.017,1.41926,1.26771,1.04755,1.96915
65536,0.0398,1.42029,1.69882,1.50323,1.65376
131072,0.5862,2.24461,2.51187,2.60608,3.06688
262144,1.1885,4.36941,4.03149,4.4288,5.50707
524288,2.4793,8.22989,7.74656,7.89709,8.09472
1048576,4.4363,15.2975,14.6012,14.932,15.401
2097152,10.0621,29.3417,28.9823,28.2604,27.2855
4194304,18.5405,58.4581,56.0435,52.9316,54.0559
8388608,39.4983,113.896,110.584,107.192,106.353
16777216,74.1475,229.769,221.584,210.998,210.633
33554432,158.19,465.352,447.854,430.177,424.513
67108864,295.943,938.127,886.911,850.595,846.565
16,0.0001,0.602112,1.23392,0.825344,0.85504
32,0.0001,0.489472,0.78848,0.694272,0.672768
64,0.0001,0.494592,0.791552,0.771072,0.730112
128,0.0002,0.702464,0.730112,0.751616,0.692224
256,0.0002,0.6144,0.823296,0.761856,0.817152
512,0.0003,0.516096,0.759808,0.797696,0.740352
1024,0.0004,0.600064,0.821248,0.982016,0.771072
2048,0.001,0.753664,0.857088,0.708608,0.677888
4096,0.0019,0.622592,0.871424,0.763904,0.786432
8192,0.0031,0.674816,0.959488,0.850944,0.740352
16384,0.0094,0.9472,1.16634,0.908288,0.9728
32768,0.0162,1.19296,1.26669,1.08544,1.28922
65536,0.0379,1.32096,1.73056,1.64147,1.51757
131072,0.6013,2.33472,2.47603,2.83443,3.28806
262144,1.2076,4.48512,4.05606,4.51174,4.736
524288,2.8542,8.38963,8.23706,7.67078,8.20634
1048576,4.4372,15.573,14.8244,15.2955,14.4589
2097152,9.0995,29.9725,28.2122,26.7121,28.0955
4194304,18.1453,57.9359,56.4756,53.7364,53.9126
8388608,36.3008,113.907,113.686,105.76,106.527
16777216,80.5818,230.284,224.504,211.074,212.746
33554432,149.09,466.014,436.551,424.591,420.889
67108864,302.32,937.05,899.554,850.876,845.948
16,0.0001,0.534528,0.88576,0.88064,1.42643
32,0.0001,1.21139,0.613376,0.784384,0.693248
64,0.0001,0.489472,0.90112,0.851968,0.78848
128,0.0002,0.65024,0.761856,0.693248,0.677888
256,0.0002,0.545792,0.82944,2.02547,0.733184
512,0.0003,0.698368,0.805888,0.584704,0.74752
1024,0.0005,0.643072,0.821248,0.80896,1.152
2048,0.001,0.871424,0.745472,0.78336,0.912384
4096,0.002,0.644096,1.07213,0.770048,1.36704
8192,0.0033,0.647168,0.932864,0.764928,0.915456
16384,0.0071,0.774144,1.08032,0.955392,0.922624
32768,0.0171,1.06701,1.2585,1.16429,1.2073
65536,0.0399,1.54112,1.78995,1.50528,1.49504
131072,0.5845,2.82931,2.50778,2.82112,3.19898
262144,1.1694,4.49843,4.03763,4.37146,4.87731
524288,3.0195,8.20838,8.00358,7.65645,9.6727
1048576,4.6507,14.804,14.9422,15.317,15.486
2097152,9.0758,29.7656,28.8891,27.3142,28.1446
4194304,19.5385,57.1105,56.6641,53.1354,54.1266
8388608,39.1712,113.699,111.472,105.574,104.891
16777216,79.2736,231.2,219.638,211.338,212.551
33554432,157.941,464.931,450.356,426.777,422.109
67108864,295.956,940.006,888.464,853.17,848.738
16,0.0001,0.695296,0.900096,0.817152,0.796672
32,0.0001,0.48128,0.702464,0.76288,0.739328
64,0.0001,0.531456,0.80896,0.805888,0.723968
128,0.0002,0.760832,0.77312,0.719872,0.760832
256,0.0002,0.859136,0.720896,0.694272,0.816128
512,0.0002,0.487424,0.818176,0.718848,0.8192
1024,0.0004,0.492544,0.90112,0.741376,0.791552
2048,0.0009,0.544768,1.14278,0.733184,0.836608
4096,0.002,0.647168,0.985088,1.1264,0.77312
8192,0.0032,0.577536,0.914432,0.861184,0.899072
16384,0.0075,0.913408,1.0967,1.16941,1.09261
32768,0.0165,0.961536,1.26464,1.26054,1.1561
65536,0.0375,1.664,1.69062,1.82886,1.59744
131072,0.7379,2.24973,2.94195,2.4873,3.34438
262144,1.2413,4.2281,4.43187,4.46669,4.77594
524288,2.341,8.24422,7.53869,8.59034,8.23194
1048576,4.7742,15.2146,14.5971,15.0999,14.1967
2097152,10.302,29.4574,28.3597,27.2937,27.8886
4194304,18.0399,58.0321,56.3046,53.3903,54.7717
8388608,37.7121,113.857,110.998,106.443,105.772
16777216,78.698,230.323,224.458,211.51,211.984
33554432,148.453,466.492,435.137,423.814,422.741
67108864,290.26,941.881,903.776,848.881,843.095
16,0,0.579584,0.705536,0.769024,0.784384
32,0.0001,0.81408,0.781312,0.925696,0.951296
64,0.0001,0.616448,0.772096,0.873472,0.897024
128,0.0001,0.73728,0.702464,0.741376,0.780288
256,0.0002,0.53248,0.625664,0.743424,0.907264
512,0.0003,0.52224,1.0967,0.782336,0.760832
1024,0.0004,0.544768,0.827392,0.758784,0.769024
2048,0.0011,0.777216,1.21446,1.03117,0.971776
4096,0.0019,0.980992,0.874496,0.669696,0.883712
8192,0.0054,0.584704,0.90624,0.789504,0.900096
16384,0.0075,0.789504,0.941056,0.837632,0.892928
32768,0.0167,1.21344,1.28922,1.39469,1.26054
65536,0.0627,1.40083,1.69882,1.55443,1.52064
131072,0.7461,2.71462,2.58458,2.76787,3.14266
262144,1.1726,4.42778,4.07142,4.7831,4.69811
524288,2.3538,7.80698,7.48339,7.57965,8.06502
1048576,4.5378,15.361,14.4497,13.993,15.361
2097152,8.877,29.1686,28.8461,27.646,27.8938
4194304,20.1099,57.8273,55.5848,53.2541,53.3248
8388608,41.2731,114.365,110.663,106.758,106.868
16777216,80.126,232.1,218.976,212.236,210.917
33554432,148.393,469.025,448.423,426.067,422.347
67108864,292.169,948.478,884.088,848.843,843.664
16,0.0001,0.65536,0.920576,0.856064,0.754688
32,0.0001,0.550912,1.58106,0.781312,0.756736
64,0.0001,0.459776,0.815104,0.823296,0.761856
128,0.0001,0.520192,0.851968,1.0967,0.73728
256,0.0002,0.507904,0.828416,0.6912,0.763904
512,0.0003,0.530432,0.796672,0.759808,0.75776
1024,0.0004,0.627712,0.859136,0.647168,1.40595
2048,0.001,0.5376,0.990208,0.648192,0.62976
4096,0.002,0.580608,0.796672,1.2247,1.01171
8192,0.0033,0.641024,0.883712,0.743424,0.69632
16384,0.0072,0.806912,1.15507,0.841728,0.805888
32768,0.0177,1.00659,1.22573,1.03629,1.00864
65536,0.0662,1.42643,2.01216,1.4295,1.39162
131072,0.5851,2.54566,2.45043,2.80064,2.79654
262144,1.4132,4.51174,4.06323,4.43392,5.2695
524288,2.6569,8.26061,7.62163,7.91859,8.1623
1048576,4.4373,15.5955,15.0876,14.3432,14.5725
2097152,9.2857,29.823,28.6198,27.4371,27.9347
4194304,19.3217,57.8693,57.0972,53.5296,54.6109
8388608,39.7428,115.983,111.966,104.876,106.463
16777216,78.1408,231.41,225.711,210.876,211.693
33554432,148.739,465.335,435.449,424.751,422.422
67108864,300.151,938.019,904.206,852.013,848.836
16,0,0.671744,0.836608,0.7168,0.898048
32,0.0002,0.571392,0.848896,0.787456,0.811008
64,0.0001,0.500736,1.43053,0.753664,0.707584
128,0.0001,0.495616,0.782336,0.750592,0.768
256,0.0001,0.502784,0.830464,0.912384,0.729088
512,0.0003,0.514048,0.79872,0.78848,0.790528
1024,0.0005,0.559104,0.805888,0.766976,0.668672
2048,0.001,1.152,0.862208,0.679936,0.579584
4096,0.0025,0.600064,0.83456,0.7168,0.678912
8192,0.0032,1.30662,0.862208,0.832512,0.689152
16384,0.0069,0.750592,1.00659,0.838656,0.893952
32768,0.0159,0.974848,1.22368,1.03936,1.25952
65536,0.0378,1.41926,1.88416,1.44691,1.59437
131072,0.6023,2.22003,2.42893,3.10067,2.80576
262144,1.1702,4.17485,3.89837,4.8128,4.8937
524288,2.353,7.72096,7.79674,8.12851,8.42854
1048576,4.5661,15.0159,14.3811,15.0282,14.378
2097152,9.1036,29.7943,29.3417,27.1493,28.0207
4194304,18.9246,57.7075,56.1848,54.0324,54.6324
8388608,39.6615,115.554,109.91,105.214,105.616
16777216,73.1945,231.709,219.302,211.474,211.188
33554432,147.49,466.05,448.623,428.278,422.11
67108864,292.665,942.353,887.433,851.53,843.076
16,0.0001,0.458752,0.724992,0.796672,0.743424
32,0.0001,0.442368,0.723968,0.963584,0.746496
64,0.0004,0.584704,0.73216,0.884736,0.790528
128,0.0001,0.498688,0.618496,0.730112,0.591872
256,0.0002,0.516096,0.65024,0.63488,1.1305
512,0.0003,0.51712,0.616448,0.575488,0.707584
1024,0.0007,0.539648,0.70144,0.641024,0.59904
2048,0.0009,0.559104,0.877568,0.676864,0.617472
4096,0.0231,0.59392,0.70144,0.866304,0.687104
8192,0.0033,0.638976,0.872448,1.2585,0.722944
16384,0.0087,0.825344,1.01888,0.98816,0.813056
32768,0.0164,1.07008,1.15814,0.991232,1.00864
65536,0.0383,1.41824,1.62304,1.43974,1.39162
131072,0.5854,2.26509,2.43507,2.52109,2.94195
262144,1.6547,4.19226,3.99258,4.57523,4.79846
524288,2.3408,7.88378,7.52333,7.53357,8.09472
1048576,4.4367,16.0154,14.977,14.3964,15.189
2097152,9.0455,29.8619,28.073,28.4529,28.1088
4194304,18.1364,59.1329,56.5207,53.6883,54.0047
8388608,39.2407,115.3,112.511,106.417,106.044
16777216,74.6502,231.922,223.292,210.53,211.991
33554432,147.485,466.606,437.657,424.704,423.736
67108864,301.349,938.637,903.848,849.633,844.102
16,0.0001,0.7424,0.709632,0.881664,0.610304
32,0.0001,0.64,0.807936,0.780288,0.784384
64,0.0001,0.613376,0.799744,1.88211,0.780288
128,0.0135,0.533504,0.792576,0.80384,0.730112
256,0.0001,0.59392,0.657408,0.642048,0.60928
512,0.0002,0.513024,0.669696,0.63488,0.610304
1024,0.0005,0.488448,0.77824,0.591872,0.540672
2048,0.001,0.526336,0.69632,0.68096,0.816128
4096,0.0022,0.586752,0.715776,0.703488,0.667648
8192,0.0035,1.14483,1.40493,0.688128,0.703488
16384,0.007,0.801792,1.1776,0.840704,0.816128
32768,0.0159,0.982016,1.22163,1.03731,1.14176
65536,0.039,1.43155,1.8944,1.41107,1.4121
131072,0.7079,2.25997,2.92762,2.55283,3.20512
262144,1.2096,4.20352,4.89165,4.6551,4.73395
524288,2.2193,7.69741,7.39123,7.66259,7.91347
1048576,4.8828,15.2044,14.5336,14.6319,14.3165
2097152,10.7993,30.3176,28.8143,27.564,27.7361
4194304,18.6301,57.726,57.2457,54.7666,53.6074
8388608,36.3873,115.035,110.638,105.416,104.203
16777216,76.2573,230.307,219.74,211.235,212.104
33554432,151.719,465.286,446.66,425.561,420.01
67108864,297.734,938.825,889.677,851.957,846.675
16,0.0002,0.570368,0.896,0.82944,0.910336
32,0.0002,0.490496,0.861184,0.759808,0.826368
64,0.0001,0.513024,0.822272,0.784384,0.766976
128,0.0001,0.509952,0.792576,0.887808,0.77824
256,0.0002,0.479232,0.647168,0.652288,0.598016
512,0.0002,0.489472,0.673792,0.643072,0.606208
1024,0.0005,0.549888,0.694272,0.642048,0.607232
2048,0.0025,0.5632,0.750592,0.692224,0.628736
4096,0.002,0.590848,0.720896,0.714752,0.648192
8192,0.0037,0.697344,0.871424,0.751616,0.63488
16384,0.0071,0.771072,1.21446,0.836608,0.806912
32768,0.0174,1.02707,1.20934,1.04346,0.994304
65536,0.0382,1.41312,1.7961,1.43872,1.90054
131072,0.5852,2.17293,2.43917,3.36896,2.95834
262144,1.1686,4.34688,4.04173,4.63667,4.71859
524288,2.447,8.01075,7.73325,7.93395,8.17562
1048576,4.6816,14.7876,14.935,15.9334,15.3876
2097152,9.4977,28.8389,28.5798,28.3034,29.054
4194304,18.5874,58.1038,57.1863,53.8419,53.7682
8388608,37.2788,113.901,110.505,107.137,105.262
16777216,76.4809,229.092,222.468,211.592,211.47
33554432,149.63,464.385,439.313,424.328,421.039
67108864,290.548,936.335,898.284,852.437,844.803
16,0.0001,0.446464,0.710656,0.7936,0.770048
32,0.0001,0.479232,0.749568,1.08237,0.753664
64,0.0002,0.489472,0.745472,0.765952,0.74752
128,0.0001,0.831488,0.775168,0.794624,0.961536
256,0.0002,0.507904,0.662528,0.633856,0.5888
512,0.0003,0.531456,0.95232,0.61952,0.638976
1024,0.0004,0.549888,0.64,0.647168,0.612352
2048,0.001,0.549888,0.739328,1.0752,0.626688
4096,0.002,0.549888,0.720896,0.70144,0.654336
8192,0.0031,0.709632,0.932864,0.749568,0.735232
16384,0.0069,1.29741,1.03014,0.791552,0.817152
32768,0.0169,1.03936,1.23392,1.03322,1.00659
65536,0.0395,1.3783,1.55853,1.60563,1.35066
131072,0.6026,2.21901,2.55181,2.56614,3.02694
262144,1.4942,4.21171,4.75136,4.18918,4.73395
524288,2.3546,7.61242,7.40557,8.73984,8.93338
1048576,4.8937,14.551,15.2105,14.3841,14.7988
2097152,9.0413,28.9802,28.5768,27.2517,27.9951
4194304,20.947,57.9501,55.8531,53.7559,52.607
8388608,41.9568,114.305,110.883,104.252,105.852
16777216,78.8223,230.727,219.19,209.727,210.535
33554432,145.64,464.083,433.614,425.512,422.178
67108864,295.857,939.845,886.56,853.126,844.047
16,0.0001,0.503808,0.86528,0.781312,0.774144
32,0.0001,0.657408,0.77824,0.703488,0.729088
64,0.0001,0.738304,0.759808,0.8704,0.832512
128,0.0002,0.598016,0.888832,0.782336,0.856064
256,0.0002,0.54272,0.748544,0.80384,0.929792
512,0.0002,0.580608,0.80896,0.78336,0.754688
1024,0.0005,0.546816,0.899072,0.815104,0.777216
2048,0.001,0.653312,0.858112,0.799744,0.759808
4096,0.0019,0.787456,0.905216,0.809984,0.800768
8192,0.0032,0.666624,1.0711,0.83456,0.825344
16384,0.0069,0.923648,1.12947,0.85504,0.809984
32768,0.0171,1.02605,1.27078,1.06598,1.02707
65536,0.0346,1.37216,1.62509,1.4336,1.39366
131072,0.5852,2.21389,2.39309,2.51597,2.93376
262144,1.7087,4.04173,4.64077,4.32538,4.79027
524288,2.3414,7.64006,7.53766,7.53869,8.05683
1048576,4.5183,15.4962,15.2013,14.6289,14.3596
2097152,9.722,29.6571,29.7554,27.2968,28.8686
4194304,18.9315,57.8591,56.66,54.0836,54.3355
8388608,40.0802,114.726,111.878,106.127,104.955
16777216,74.1246,230.937,224.771,211.33,211.78
33554432,147.615,465.448,435.659,423.627,422.67
67108864,292.751,936.715,903.088,850.366,844.574
16,0.0001,0.457728,0.707584,0.923648,0.883712
32,0,0.473088,0.796672,1.07315,0.745472
64,0.0001,0.607232,0.799744,0.744448,0.75776
128,0.0004,0.495616,0.77312,0.811008,0.618496
256,0.0002,0.50176,0.69632,0.83456,0.673792
512,0.0003,0.46592,0.820224,0.88064,0.797696
1024,0.0005,0.54784,0.709632,0.687104,0.631808
2048,0.001,0.564224,0.741376,0.683008,0.627712
4096,0.002,0.581632,0.790528,0.70144,0.805888
8192,0.006,0.856064,0.863232,1.0199,0.75264
16384,0.0071,1.41722,1.04653,0.896,0.807936
32768,0.0167,1.00352,1.21549,1.57286,1.26464
65536,0.0469,1.33018,1.58106,1.43258,1.32915
131072,0.601,2.2313,2.43302,2.53645,3.51846
262144,1.1733,4.20454,4.0151,4.49024,4.81587
524288,2.3533,7.61856,7.44653,7.84486,8.33434
1048576,4.7569,14.9248,14.8081,14.4282,14.6166
2097152,9.3417,29.143,29.2434,27.2312,27.5026
4194304,18.1624,58.6527,56.0886,53.7416,54.5792
8388608,39.3753,114.267,110.945,106.459,106.372
16777216,75.1592,231.902,218.866,212.303,210.202
33554432,155.298,466.764,442.234,423.91,421.524
67108864,296.547,938.532,888.781,848.251,845.222
16,0.0001,0.669696,0.80384,0.841728,0.817152
32,0.0001,0.480256,0.768,0.781312,0.765952
64,0.0001,0.499712,0.795648,0.733184,0.525312
128,0.0001,0.869376,0.717824,0.8704,0.815104
256,0.0001,0.683008,0.779264,0.900096,0.86016
512,0.0003,0.56832,0.687104,0.633856,0.9728
1024,0.0005,0.54784,1.15507,0.644096,0.596992
2048,0.001,0.524288,0.753664,0.677888,0.617472
4096,0.002,0.658432,0.796672,0.851968,0.679936
8192,0.0032,0.636928,0.927744,0.754688,0.646144
16384,0.0071,0.979968,0.937984,0.777216,0.822272
32768,0.0163,1.03322,1.22266,1.03731,1.00557
65536,0.0379,1.38854,1.54112,1.5657,1.39059
131072,0.7053,2.26099,3.33414,2.53747,2.95219
262144,1.1727,4.21069,3.97517,4.33869,5.14458
524288,2.3419,7.98208,8.09782,7.60934,7.8295
1048576,4.4364,15.1204,14.8756,13.8865,14.9873
2097152,8.8725,29.5455,28.1969,27.2507,27.5067
4194304,19.5239,57.814,56.3487,53.7498,53.2828
8388608,36.3185,114.309,111.621,106.755,104.662
16777216,79.0536,228.775,224.112,211.43,210.196
33554432,147.499,465.623,435.397,426.142,421.318
67108864,301.362,938.668,905.108,849.797,844.241
16,0.0001,0.574464,0.8192,0.929792,0.93696
32,0.0001,0.485376,0.73216,0.908288,0.828416
64,0.0001,0.49152,0.781312,1.32915,0.8704
128,0.0001,0.603136,0.8704,0.96256,0.733184
256,0.0002,0.48128,0.801792,0.713728,0.754688
512,0.0003,0.628736,0.746496,0.953344,0.75776
1024,0.0004,0.862208,0.83456,0.758784,1.21965
2048,0.001,0.723968,0.888832,0.775168,0.738304
4096,0.002,1.40493,1.00659,0.77312,0.770048
8192,0.0031,0.999424,0.909312,0.698368,0.709632
16384,0.0071,0.84992,1.01171,0.843776,0.801792
32768,0.0679,1.00352,1.2329,1.0455,1.00762
65536,0.0387,1.41926,1.64454,1.43974,1.46125
131072,0.5859,2.23949,2.44838,2.52314,2.9399
262144,1.2017,4.05299,3.94752,4.52915,4.72883
524288,2.3416,7.62163,7.3728,7.54176,8.92416
1048576,4.4371,15.1245,14.6934,14.4323,14.7517
2097152,9.8262,30.2049,29.271,27.7893,27.9224
4194304,17.9776,58.3772,55.7619,54.0088,54.0774
8388608,41.773,115.491,109.728,107.053,105.486
16777216,73.3328,231.901,218.084,211.472,211.564
33554432,150.768,465.484,447.015,425.922,423.649
67108864,294.008,939.456,883.558,852.047,844.863
16,0.0001,0.65024,0.77824,0.792576,0.801792
32,0.0001,0.80384,0.735232,0.758784,0.760832
64,0.0133,0.582656,0.786432,0.782336,0.760832
128,0.0001,0.54272,0.64512,0.63488,0.602112
256,0.0001,0.502784,0.652288,0.636928,1.84934
512,0.0002,0.499712,0.811008,0.636928,0.905216
1024,0.0005,0.545792,1.3783,0.644096,0.596992
2048,0.0009,0.592896,0.753664,0.67584,0.616448
4096,0.002,0.553984,0.792576,0.704512,0.694272
8192,0.0031,0.643072,0.869376,0.774144,0.728064
16384,0.0071,1.0281,1.00557,0.835584,1.12845
32768,0.0169,0.974848,1.2247,1.0455,1.00045
65536,0.0384,1.42336,1.61075,1.44998,1.39366
131072,0.5857,2.20979,2.44736,2.54464,2.93683
262144,1.1737,4.1984,4.06323,4.33664,5.22445
524288,2.3551,7.9657,8.22067,8.13773,8.25446
